站号,站名,省名,纬度,经度,海拔高度,日照时数,日照距平,同期对比,历史值,去年值
53795,赞皇,河北,37.65,114.3667,137.40,0,-6.10,0,6.10,0
53796,宁晋,河北,37.6167,114.8833,30.60,0,-6.60,0,6.60,0
53797,内邱,河北,37.2833,114.5167,73.90,0,-6.20,0,6.20,0
53798,邢台,河北,37.0667,114.50,77.30,1.40,-4.50,1.40,5.90,0
53799,巨鹿,河北,37.2333,114.9833,25.90,5.50,-1.10,5.50,6.60,0
53806,海原,宁夏,36.5667,105.65,1854.20,8.80,2.60,3.50,6.20,5.30
53810,同心,宁夏,36.9667,105.90,1339.30,8.60,2.40,2.20,6.20,6.40
53817,固原,宁夏,36,106.2667,1753,8.50,2.70,6.40,5.80,2.10
53821,环县,甘肃,36.5667,107.30,1255.60,8.50,2.50,8.50,6,0
53829,庆城,甘肃,35.9833,107.90,1093.70,8.70,3,3.30,5.70,5.40
53832,志丹,陕西,36.7667,108.7667,1218.80,8,2.90,2.40,5.10,5.60
53841,安塞,陕西,36.8833,109.3167,1068.30,7.40,2.20,2.10,5.20,5.30
53845,延安,陕西,36.5833,109.45,1180.50,9.10,3.40,3.80,5.70,5.30
53848,甘泉,陕西,36.2667,109.35,1005.50,8.50,3.10,5.30,5.40,3.20
53850,延川,陕西,36.8833,110.1833,804.90,8.40,3.10,4.40,5.30,4
53852,永和,山西,36.7667,110.6333,916.60,8.30,2.80,7.10,5.50,1.20
53853,隰县,山西,36.70,110.95,1052.70,6,0.40,3,5.60,3
53854,延长,陕西,36.5833,110.0667,804.80,8.60,2.90,4.30,5.70,4.30
53856,大宁,山西,36.4667,110.75,765.90,3.50,-2.10,3.50,5.60,0
53857,宜川,陕西,36.0667,110.1833,840.30,8.40,2.30,4.70,6.10,3.70
53859,吉县,山西,36.10,110.6667,851.30,4.70,-0.90,4.70,5.60,0
53860,交口,山西,36.9833,111.1667,1406.70,7.30,1,3.50,6.30,3.80
53861,襄汾,山西,35.8833,111.3833,463.50,7.20,2.10,7.20,5.10,0
53862,灵石,山西,36.85,111.80,811.70,7.80,2.90,7.80,4.90,0
53863,介休,山西,37.0333,111.9167,743.90,8.50,3.50,8.50,5,0
53864,蒲县,山西,36.40,111.10,1030.60,5.40,-0.10,1.90,5.50,3.50
53865,汾西,山西,36.65,111.55,1011.90,4.50,-1.10,1.10,5.60,3.40
53866,洪洞,山西,36.2333,111.6667,462.80,3.90,-1,3.90,4.90,0
53868,临汾,山西,36.0667,111.50,449.50,6.40,1.80,6.40,4.60,0
53869,霍州,山西,36.5833,111.70,550,6.50,1.60,6.50,4.90,0
53871,武乡,山西,36.8333,112.85,964.10,8,2.40,6.20,5.60,1.80
53872,沁县,山西,36.7667,112.6833,960.70,6.70,1.20,6.70,5.50,0
53873,长子,山西,36.10,112.8667,951.10,6.90,1.30,6.50,5.60,0.40
53874,古县,山西,36.25,111.90,648.70,6.10,1.10,6.10,5,0
53875,沁源,山西,36.5167,112.35,1000,6.20,0.60,1.20,5.60,5
53877,安泽,山西,36.1667,112.25,860.10,5.60,-0.30,4.50,5.90,1.10
53878,黎城,山西,36.5167,113.3833,767.90,0,-5.30,0,5.30,0
53879,屯留,山西,36.3167,112.8833,952.30,1.30,-4.70,1.30,6,0
53880,潞城,山西,36.3333,113.2333,947.60,4.70,-1.20,4.70,5.90,0
53881,韦州,宁夏,37.2833,106.4833,1382.20,8.30,2.50,4.40,5.80,3.90
53882,长治,山西,36.05,113.0667,991.80,6.10,-0.10,1.70,6.20,4.40
53883,任县,河北,37.1333,114.70,36.50,1.30,-4.50,1.30,5.80,0
53884,襄垣,山西,36.5167,113.0333,877.90,7.90,2,2.10,5.90,5.80
53885,壶关,山西,36.1167,113.20,1122,7.20,0.30,1.20,6.90,6
53886,涉县,河北,36.5667,113.6667,470.40,1.60,-4.30,0.40,5.90,1.20
53888,平顺,山西,36.20,113.4333,1089.20,5.90,-0.30,0.30,6.20,5.60
53889,林州,河南,36.0667,113.8167,306.80,0,-5.20,0,5.20,0
53890,武安,河北,36.6667,114.10,280.10,4.90,-0.20,4.90,5.10,0
53891,南和,河北,37.0167,114.6833,43,5.40,-0.20,5.40,5.60,0
53892,邯郸,河北,36.6167,114.4667,66.60,6.10,0.80,6.10,5.30,0
53893,曲周,河北,36.7667,114.95,39.60,3.70,-1.70,3.70,5.40,0
53894,峰峰,河北,36.40,114.20,149.30,0,-5.70,0,5.70,0
53895,永年,河北,36.7833,114.50,60.60,5.40,-0.20,5.40,5.60,0
53896,魏县,河北,36.35,114.95,50.10,4.40,-1.10,4.40,5.50,0
53897,磁县,河北,36.3833,114.3833,69.70,5,-0.20,5,5.20,0
53898,安阳,河南,36.05,114.40,62.90,0,-4.80,0,4.80,0
53899,广平,河北,36.4833,114.9667,48.50,5,-0.70,5,5.70,0
53903,西吉,宁夏,35.9667,105.7167,1916.50,7.90,2.90,3.40,5,4.50
53906,静宁,甘肃,35.5167,105.7167,1656.40,7.50,3,0.60,4.50,6.90
53908,通渭,甘肃,35.2167,105.2333,1768.20,8.60,3.90,1.60,4.70,7
53910,六盘山,宁夏,35.6667,106.20,2841.20,8.50,3.50,3.10,5,5.40
53914,隆德,宁夏,35.6167,106.1167,2078.60,8.60,3.70,2.60,4.90,6
53915,崆峒,甘肃,35.55,106.6667,1346.60,8.40,3.10,1.70,5.30,6.70
53916,泾源,宁夏,35.50,106.3167,1948.60,7,1.40,1.10,5.60,5.90
53917,庄浪,甘肃,35.2167,106.0667,1631,7.40,3.30,2.90,4.10,4.50
53923,西峰,甘肃,35.7333,107.6333,1421,8.80,3.50,2.30,5.30,6.50
53924,灵台,甘肃,35.0667,107.6167,966.60,7.90,2.60,3.70,5.30,4.20
53925,镇原,甘肃,35.6833,107.1833,1172.50,8.30,2.50,1.80,5.80,6.50
53926,泾川,甘肃,35.35,107.35,1028.80,3.40,-1.70,0.40,5.10,3
53927,华亭,甘肃,35.20,106.6167,1477.60,8.10,3.40,32766,4.70,32766
53928,崇信,甘肃,35.30,107.0167,1149.10,8.60,3.40,8.60,5.20,0
53929,长武,陕西,35.20,107.80,1206.50,8.90,3.60,3.80,5.30,5.10
53930,华池,甘肃,36.45,107.9833,1271,8.60,3.50,7.40,5.10,1.20
53931,富县,陕西,36,109.3667,984,8.40,2.50,3.20,5.90,5.20
53934,合水,甘肃,35.7833,107.9833,1274.20,8.60,3.10,32766,5.50,32766
53935,正宁,甘肃,35.4833,108.40,1481.90,8.10,2.30,3.80,5.80,4.30
53937,宁县,甘肃,35.5167,107.9167,979.40,9.30,3.80,3.60,5.50,5.70
53938,旬邑,陕西,35.1667,108.30,1277,8.70,3.10,3.30,5.60,5.40
53941,白水,陕西,35.1833,109.5833,804.40,9.20,3.40,7.70,5.80,1.50
53942,洛川,陕西,35.7667,109.4167,1155.90,9.30,3,3.90,6.30,5.40
53944,黄陵,陕西,35.5667,109.25,863,8.70,32766,8.70,32766,0
53945,宜君,陕西,35.4333,109.0667,1395.20,9.30,3.40,3.70,5.90,5.60
53946,黄龙,陕西,35.60,109.8167,1091,8.50,2.80,3.90,5.70,4.60
53947,铜川,陕西,35.0833,109.0667,978.90,8.20,2.30,8.20,5.90,0
53948,蒲城,陕西,34.95,109.5833,499.20,8.90,3.30,8.90,5.60,0
53949,澄城,陕西,35.1833,109.9167,679.10,9.10,2.80,6.30,6.30,2.80
53950,合阳,陕西,35.2333,110.15,708.80,5.90,-0.10,2.50,6,3.40
53953,乡宁,山西,35.9667,110.85,965.30,8.10,2.20,5.90,5.90,2.20
53954,稷山,山西,35.6167,110.9667,433.50,7.80,2.30,7.80,5.50,0
53955,韩城,陕西,35.4667,110.45,458.10,8.10,2.40,5.50,5.70,2.60
