站号,站名,省名,纬度,经度,海拔高度,降水量,降水距平,同期对比,历史值,同期值
50778,同江,黑龙江,47.6667,132.5333,57.50,0,0,0,0,0
50779,抚远,黑龙江,48.3667,134.2833,40,0,0,0,0,0
50787,绥滨,黑龙江,47.2833,131.85,61.80,0,0,0,0,0
50788,富锦,黑龙江,47.2333,131.9833,66.40,0,0,0,0,0
50832,胡尔勒,内蒙古,46.7167,122.0833,332.60,0,0,0,0,0
50833,扎赉特旗,内蒙古,46.7167,122.90,187.80,0,0,0,0,0
50834,索伦,内蒙古,46.60,121.2167,499.70,0,0,0,0,0
50838,乌兰浩特,内蒙古,46.0833,122.05,274.70,0,0,0,0,0
50842,杜蒙,黑龙江,46.8333,124.4167,145.40,0,0,0,0,0
50844,泰来,黑龙江,46.40,123.45,138.80,0,0,0,0,0
50850,大庆,黑龙江,46.5667,125.1333,147.20,0,32766,0,32766,0
50851,青冈,黑龙江,46.6833,126.0833,207.40,0,0,0,0,0
50852,望奎,黑龙江,46.8333,126.45,169.10,0,0,0,0,0
50853,北林,黑龙江,46.6167,126.9667,179.60,0,0,0,0,0
50854,安达,黑龙江,46.3833,125.3167,149.30,0,0,0,0,0
50858,肇东,黑龙江,46.0667,125.9333,135,0,0,0,0,0
50859,兰西,黑龙江,46.25,126.2667,159.10,0,0,0,0,0
50861,庆安,黑龙江,46.8833,127.4833,184.80,0,0,0,0,0
50862,铁力,黑龙江,46.9833,127.9833,206,0,0,0,0,0
50867,巴彦,黑龙江,46.0833,127.35,134.10,0,0,0,0,0
50871,汤原,黑龙江,46.7333,129.8833,95.10,0,0,0,0,0
50873,佳木斯,黑龙江,46.7833,130.30,82,0,0,0,0,0
50877,依兰,黑龙江,46.30,129.5833,100.10,0,0,0,0,0
50878,桦川,黑龙江,47,130.7167,78.20,0,0,0,0,0
50879,桦南,黑龙江,46.2167,130.55,187,0,0,0,0,0
50880,集贤,黑龙江,46.7333,131.1167,102.30,0,0,0,0,0
50884,双鸭山,黑龙江,46.6333,131.15,175.30,0,0,0,0,0
50888,宝清,黑龙江,46.3167,132.1833,83,0,0,0,0,0
50892,饶河,黑龙江,46.80,134,54.40,0,0,0,0,0
50913,乌拉盖,内蒙古,45.7167,118.8333,865,1,1,1,0,0
50915,东乌珠穆沁,内蒙古,45.5167,116.9667,838.70,0,0,0,0,0
50924,霍林郭勒,内蒙古,45.5333,119.6667,823.70,0,32766,0,32766,0
50928,巴雅尔吐胡硕,内蒙古,45.0667,120.3333,628.30,0,0,0,0,0
50934,突泉,内蒙古,45.3833,121.5833,311.70,0,0,0,0,0
50936,白城,吉林,45.6333,122.8333,155.30,0,0,0,0,0
50937,科尔沁右翼中旗,内蒙古,45.05,121.4667,249.90,0,0,0,0,0
50939,洮南,吉林,45.3333,122.8167,150.80,0,0,0,0,0
50940,镇赉,吉林,45.85,123.1667,141.10,0,0,0,0,0
50945,大安,吉林,45.50,124.2667,137.60,0,0,0,0,0
50946,松原,吉林,45.1833,124.8333,139.80,0,0,0,0,0
50948,乾安,吉林,45,124.0167,146.30,0,0,0,0,0
50949,前郭,吉林,45.0833,124.8667,136.20,0,0,0,0,0
50950,肇州,黑龙江,45.70,125.25,148.70,0,0,0,0,0
50953,哈尔滨,黑龙江,45.9333,126.5667,118.30,0,0,0,0,0
50954,肇源,黑龙江,45.50,125.0833,127.50,0,0,0,0,0
50955,双城,黑龙江,45.3833,126.30,166.40,0,0,0,0,0
50956,呼兰,黑龙江,46.0833,126.7667,134.50,0,0,0,0,0
50958,阿城,黑龙江,45.5167,126.95,174.30,0,0,0,0,0
50960,宾县,黑龙江,45.7833,127.45,192.20,0,0,0,0,0
50962,木兰,黑龙江,45.95,128.0333,112.10,0,0,0,0,0
50963,通河,黑龙江,45.9667,128.7333,108.60,0,0,0,0,0
50964,方正,黑龙江,45.8333,128.80,119.30,0,0,0,0,0
50965,延寿,黑龙江,45.45,128.2833,155.30,0,0,0,0,0
50968,尚志,黑龙江,45.2167,127.9667,189.70,0,0,0,0,0
50971,七台河,黑龙江,45.7667,131.0167,223.50,0,32766,0,32766,0
50973,勃利,黑龙江,45.75,130.60,234.40,0,0,0,0,0
50978,鸡西,黑龙江,45.30,130.9167,272.50,0,0,0,0,0
50979,林口,黑龙江,45.2667,130.2333,274.70,0,0,0,0,0
50983,虎林,黑龙江,45.7667,132.9667,100.20,0,0,0,0,0
50985,密山,黑龙江,45.55,131.8667,151.70,0,0,0,0,0
50987,鸡东,黑龙江,45.2667,131.10,219.90,0,0,0,0,0
51053,哈巴河,新疆,48.05,86.40,532.60,0,0,0,0,0
51058,阿克达拉,新疆,47.10,87.9667,563.30,0,0,0,0,0
51059,吉木乃,新疆,47.4333,85.8667,984.10,0,0,0,0,0
51060,布尔津,新疆,47.70,86.8667,473.90,0,0,0,0,0
51068,福海,新疆,47.1167,87.4667,500.90,0,0,0,0,0
51076,阿勒泰,新疆,47.7333,88.0833,735.30,0,0,0,0,0
51087,富蕴,新疆,46.9833,89.5167,807.50,0,0,0,0,0
51133,塔城,新疆,46.7333,83,534.90,0,-1,-1,1,1
51137,裕民,新疆,46.20,82.9333,715.40,0,-1,0,1,0
51145,额敏,新疆,46.55,83.65,521.60,0,0,0,0,0
51156,和布克赛尔,新疆,46.7833,85.7167,1291.60,0,0,0,0,0
51186,青河,新疆,46.6667,90.3833,1218.20,0,0,0,0,0
51232,阿拉山口,新疆,45.1833,82.5667,336.10,0,0,0,0,0
51238,博乐,新疆,44.90,82.0667,531.90,0,0,0,0,0
51241,托里,新疆,45.9333,83.60,1077.80,0,0,0,0,0
51243,克拉玛依,新疆,45.6167,84.85,449.50,0,0,0,0,0
51288,北塔山,新疆,45.3667,90.5333,1653.70,0,0,0,0,0
51328,霍尔果斯,新疆,44.20,80.4167,770.90,0,-1,0,1,0
51329,霍城,新疆,44.05,80.85,640,0,-1,0,1,0
51330,温泉,新疆,44.9667,81.0167,1357.80,0,-1,0,1,0
51334,精河,新疆,44.60,82.90,318.60,0,0,0,0,0
51346,乌苏,新疆,44.4333,84.6667,478.70,0,0,0,0,0
51352,炮台,新疆,44.85,85.25,337.10,0,0,0,0,0
51353,莫索湾,新疆,45.0167,86.10,346,0,0,0,0,0
51356,石河子,新疆,44.3167,86.05,442.90,0,0,0,0,0
51357,沙湾,新疆,44.3333,85.6167,522.20,0,0,0,0,0
51358,乌兰乌苏,新疆,44.2833,85.8167,468.50,0,0,0,0,0
51359,玛纳斯,新疆,44.3167,86.20,471.40,0,0,0,0,0
51365,蔡家湖,新疆,44.20,87.5333,440.50,0,0,0,0,0
51367,呼图壁,新疆,44.1333,86.8167,522.10,0,0,-1,0,1
51368,昌吉,新疆,44.1167,87.3167,515.70,0,32766,-1,32766,1
51369,米泉,新疆,43.9667,87.65,600.30,0,0,0,0,0
51377,阜康,新疆,44.1667,87.9167,547,0,0,0,0,0
51378,吉木萨尔,新疆,44.0167,89.1667,734.90,0,0,0,0,0
51379,奇台,新疆,44.0167,89.5667,793.50,0,0,0,0,0
51430,察布查尔,新疆,43.8333,81.15,602.60,0,-1,0,1,0
51431,伊宁,新疆,43.95,81.3333,662.50,0,-1,0,1,0
51433,尼勒克,新疆,43.80,82.5167,1105.30,0,-1,0,1,0
51434,伊宁县,新疆,43.9667,81.5333,770,0,-1,0,1,0
51435,巩留,新疆,43.4667,82.2333,774.90,0,-1,0,1,0
51436,新源,新疆,43.45,83.30,928.20,0,-1,0,1,0
51437,昭苏,新疆,43.15,81.1333,1851,0,0,0,0,0
51438,特克斯,新疆,43.1833,81.7667,1210.40,0,-1,0,1,0
51463,乌鲁木齐,新疆,43.7833,87.65,935,0,0,-1,0,1
51465,小渠子,新疆,43.4833,87.10,1871.80,0,0,0,0,0
51467,巴仑台,新疆,42.7667,86.3333,1732.40,0,0,0,0,0
51468,天山大西沟,新疆,43.10,86.8333,3539,0,0,0,0,0
51469,乌鲁木齐牧试站,新疆,43.45,87.1833,1930,0,0,0,0,0
51470,天池,新疆,43.8833,88.1167,1942.50,0,0,-1,0,1
51477,达坂城,新疆,43.35,88.3167,1103.50,0,0,0,0,0
51482,木垒,新疆,43.8333,90.2833,1271.50,0,0,0,0,0
51495,十三间房,新疆,43.2167,91.7333,721.40,0,0,0,0,0
51526,库米什,新疆,42.2333,88.2167,922.40,0,0,0,0,0
51542,巴音布鲁克,新疆,43.0333,84.15,2458,0,0,0,0,0
51559,和静,新疆,42.3167,86.40,1100.90,0,0,0,0,0
51567,焉耆,新疆,42.0833,86.5667,1055.30,0,0,0,0,0
51568,和硕,新疆,42.25,86.80,1085.40,0,0,0,0,0
51571,托克逊,新疆,42.80,88.6333,1,0,0,0,0,0
51572,吐鲁番东坎,新疆,42.8333,89.25,-48.70,0,0,0,0,0
51573,吐鲁番,新疆,42.9333,89.20,34.50,0,0,0,0,0
51581,鄯善,新疆,42.85,90.2333,398.60,0,0,0,0,0
51627,乌什,新疆,41.2167,79.2333,1395.80,0,0,0,0,0
51628,阿克苏,新疆,41.1667,80.2333,1103.80,0,0,0,0,0
51629,温宿,新疆,41.2667,80.2333,1132.70,0,0,0,0,0
51633,拜城,新疆,41.7833,81.90,1229.20,0,0,0,0,0
51636,新和,新疆,41.55,82.65,1009.80,0,0,0,0,0
51639,沙雅,新疆,41.2333,82.7833,980.40,0,0,0,0,0
51642,轮台,新疆,41.8167,84.2667,982,0,0,0,0,0
51644,库车,新疆,41.7167,82.9667,1081.90,0,0,0,0,0
51655,尉犁,新疆,41.35,86.2667,884.90,0,0,0,0,0
51656,库尔勒,新疆,41.75,86.1333,931.50,0,0,0,0,0
51701,吐尔尕特,新疆,40.5167,75.40,3504.40,1,1,0,0,1
51704,阿图什,新疆,39.7167,76.1667,1298.70,0,0,0,0,0
51705,乌恰,新疆,39.7167,75.25,2175.70,0,0,-1,0,1
51707,伽师,新疆,39.50,76.7333,1208.60,0,0,0,0,0
51708,阿克陶,新疆,39.15,75.95,1325.10,0,0,0,0,0
51709,喀什,新疆,39.4667,75.9833,1289.40,0,0,0,0,0
51711,阿合奇,新疆,40.9333,78.45,1985.10,0,0,0,0,0
51716,巴楚,新疆,39.80,78.5667,1116.50,0,0,0,0,0
51717,岳普湖,新疆,39.25,76.7833,1206.30,0,0,0,0,0
51720,柯坪,新疆,40.50,79.05,1161.80,0,0,0,0,0
51722,阿瓦提,新疆,40.65,80.40,1044.30,0,0,0,0,0
51730,阿拉尔,新疆,40.55,81.2667,1012.20,0,0,0,0,0
51747,塔中,新疆,39,83.6667,1099.30,0,32766,0,32766,0
51765,铁干里克,新疆,40.6333,87.70,846,0,0,0,0,0
51777,若羌,新疆,39.0333,88.1667,887.70,0,0,0,0,0
51802,英吉沙,新疆,38.9333,76.1667,1297.50,0,0,-1,0,1
51804,塔什库尔干,新疆,37.7667,75.2333,3090.10,0,0,0,0,0
51810,麦盖提,新疆,38.9167,77.6333,1178.20,0,0,0,0,0
51811,莎车,新疆,38.4333,77.2667,1231.20,0,0,0,0,0
51814,叶城,新疆,37.9167,77.40,1360.40,0,0,0,0,0
51815,泽普,新疆,38.20,77.2667,1274.70,0,0,0,0,0
51818,皮山,新疆,37.6167,78.2833,1375.40,0,0,0,0,0
51826,策勒,新疆,37.0167,80.80,1336.50,0,0,0,0,0
51827,墨玉,新疆,37.2833,79.7167,1326,0,0,0,0,0
51828,和田,新疆,37.1333,79.9333,1375,0,0,0,0,0
51829,洛浦,新疆,37.0833,80.1667,1347.90,0,0,0,0,0
51839,民丰,新疆,37.0667,82.7167,1409.50,0,0,0,0,0
51855,且末,新疆,38.15,85.55,1247.20,0,0,0,0,0
51886,茫崖,青海,38.25,90.85,2944.80,0,0,0,0,0
51931,于田,新疆,36.85,81.65,1422,0,0,0,0,0
52101,巴里坤,新疆,43.60,93.05,1677.20,0,0,-1,0,1
52112,淖毛湖,新疆,43.7667,95.1333,479,0,0,0,0,0
52118,伊吾,新疆,43.2667,94.70,1728.60,0,0,0,0,0
52203,哈密,新疆,42.8167,93.5167,737.20,0,0,0,0,0
52267,额济纳旗,内蒙古,41.95,101.0667,940.50,0,0,0,0,0
52313,红柳河,新疆,41.5333,94.6667,1573.80,0,0,0,0,0
52323,马鬃山,甘肃,41.80,97.0333,1770.40,0,0,0,0,0
52418,敦煌,甘肃,40.15,94.6833,1139,0,0,0,0,0
52424,瓜州,甘肃,40.5333,95.7833,1170.90,0,0,0,0,0
52436,玉门镇,甘肃,40.2667,97.0333,1526,0,0,0,0,0
52446,鼎新,甘肃,40.30,99.5167,1177.40,0,0,0,0,0
52447,金塔,甘肃,40,98.8833,1270.50,0,0,0,0,0
52495,巴彦诺尔公,内蒙古,40.1667,104.80,1323.90,0,0,0,0,0
52515,肃北,甘肃,39.5167,94.8667,2137.20,0,0,0,0,0
52533,酒泉,甘肃,39.7667,98.4833,1477.20,0,0,0,0,0
52546,高台,甘肃,39.3667,99.8333,1332.20,0,0,0,0,0
52557,临泽,甘肃,39.15,100.1667,1453.70,0,0,0,0,0
52575,雅布赖,内蒙古,39.4167,102.7833,1239.50,0,0,0,0,0
52576,阿右旗,内蒙古,39.2167,101.6833,1510.10,0,0,0,0,0
52602,冷湖,青海,38.75,93.3333,2770,0,0,0,0,0
52607,乌斯太,内蒙古,39.4333,106.65,1252.60,0,0,0,0,0
52633,托勒,青海,38.8167,98.4167,3367,0,0,0,0,0
52643,肃南,甘肃,38.8333,99.6167,2311.80,2,2,2,0,0
52645,野牛沟,青海,38.4167,99.5833,3320,3,3,3,0,0
52652,张掖,甘肃,39.0833,100.2833,1461.10,0,0,0,0,0
52656,民乐,甘肃,38.4333,100.8167,2281.40,1,1,1,0,0
52657,祁连,青海,38.1833,100.25,2787.40,2,2,2,0,0
52661,山丹,甘肃,38.80,101.0833,1765.50,0,0,0,0,0
52674,永昌,甘肃,38.2333,101.9667,1976.90,0,0,0,0,0
52679,武威,甘肃,37.9167,102.6667,1531.50,0,0,0,0,0
52681,民勤,甘肃,38.6333,103.0833,1367.50,0,0,0,0,0
52707,小灶火,青海,36.80,93.6833,2767,0,0,0,0,0
52713,大柴旦,青海,37.85,95.35,3173.20,0,0,0,0,0
52737,德令哈,青海,37.3667,97.3833,2981.50,0,0,0,0,0
52745,天峻,青海,37.30,99.0167,3417.10,0,0,0,0,0
52754,刚察,青海,37.3333,100.1333,3301.50,0,0,0,0,0
52765,门源,青海,37.3833,101.6167,2850,0,0,0,0,0
52784,古浪,甘肃,37.4667,102.90,2072.40,0,0,0,0,0
52787,乌鞘岭,甘肃,37.20,102.8667,3045.10,0,0,0,0,0
52797,景泰,甘肃,37.1833,104.05,1630.90,0,0,0,0,0
52818,格尔木,青海,36.4167,94.9167,2807.60,0,0,0,0,0
52825,诺木洪,青海,36.4333,96.4333,2790.40,0,0,0,0,0
52833,乌兰,青海,36.9333,98.4833,2950,0,0,0,0,0
52836,都兰,青海,36.30,98.10,3189,1,1,1,0,0
52842,茶卡,青海,36.7833,99.0833,3087.60,0,0,0,0,0
52853,海晏,青海,36.90,100.9833,3010,0,0,0,0,0
52855,湟源,青海,36.6833,101.25,2675,0,0,0,0,0
52856,共和,青海,36.2667,100.6167,2835,0,0,0,0,0
52862,大通,青海,36.95,101.6833,2450,0,0,0,0,0
52863,互助,青海,36.8167,101.95,2480,0,0,0,0,0
52866,西宁,青海,36.7333,101.75,2295.20,0,0,0,0,0
52868,贵德,青海,36.0333,101.4333,2237.10,0,0,0,0,0
52869,湟中,青海,36.50,101.5833,2667.50,0,0,0,0,0
52874,乐都,青海,36.4833,102.40,1980.90,0,0,0,0,0
52875,平安,青海,36.50,102.10,2125,0,32766,0,32766,0
52876,民和,青海,36.3333,102.8333,1813.90,0,0,0,0,0
52877,化隆,青海,36.10,102.25,2834.70,0,0,0,0,0
52881,天祝,甘肃,36.9833,103.1833,2484.80,0,32766,0,32766,0
52884,皋兰,甘肃,36.35,103.95,1668.50,0,0,0,0,0
52885,永登,甘肃,36.75,103.25,2118.80,0,0,0,0,0
52889,兰州,甘肃,36.05,103.8833,1517.20,0,0,0,0,0
52895,靖远,甘肃,36.5667,104.6833,1398.20,0,0,0,0,0
52896,白银,甘肃,36.55,104.15,1738.70,0,0,0,0,0
52908,五道梁,青海,35.2167,93.0833,4612.20,0,0,0,0,0
52943,兴海,青海,35.5833,99.9833,3323.20,0,0,0,0,0
52955,贵南,青海,35.5833,100.7333,3120,0,0,0,0,0
52957,同德,青海,35.25,100.60,3148.20,0,0,0,0,0
52963,尖扎,青海,35.9333,102.0167,2085.70,0,0,0,0,0
52968,泽库,青海,35.0333,101.4667,3662.80,0,0,0,0,0
52972,循化,青海,35.85,102.45,1921,0,0,0,0,0
52974,同仁,青海,35.5167,102.0167,2491.40,0,0,0,0,0
52978,夏河,甘肃,35.20,102.5167,2929.40,2,2,2,0,0
52980,永靖,甘肃,35.9667,103.30,1648,0,0,0,0,0
52981,东乡,甘肃,35.6833,103.3833,2421,0,0,0,0,0
52982,广河,甘肃,35.4833,103.55,1953.20,0,0,0,0,0
52983,榆中,甘肃,35.8667,104.15,1874.40,0,0,0,0,0
52984,临夏,甘肃,35.5833,103.1833,1917.20,0,0,0,0,0
52985,和政,甘肃,35.4167,103.3333,2162.80,0,0,0,0,0
52986,临洮,甘肃,35.3667,103.8667,1893.80,0,0,0,0,0
52988,康乐,甘肃,35.3667,103.7167,2015.80,0,0,0,0,0
52993,会宁,甘肃,35.6833,105.0667,1739.40,0,0,0,0,0
52995,安定,甘肃,35.5833,104.6167,1897.20,0,0,0,0,0
52996,华家岭,甘肃,35.3833,105.0167,2450.60,0,0,0,0,0
52998,渭源,甘肃,35.1333,104.20,2111,0,0,0,0,0
53068,二连浩特,内蒙古,43.6333,111.9333,963.10,0,0,0,0,0
53083,那仁宝力格,内蒙古,44.6167,114.15,1181.60,0,0,0,0,0
53149,满都拉气象站,内蒙古,42.5333,110.1333,1225.20,0,0,0,0,0
53192,阿巴嘎旗,内蒙古,44.0167,114.95,1126.10,0,0,0,0,0
53195,苏尼特左旗,内蒙古,43.85,113.6333,1036.70,0,0,0,0,0
53231,海力素,内蒙古,41.40,106.40,1509.60,0,0,0,0,0
53272,苏尼特右旗,内蒙古,42.75,112.6333,1104.90,0,0,0,0,0
53276,朱日和,内蒙古,42.40,112.90,1150.80,0,0,0,0,0
53289,镶黄旗,内蒙古,42.2333,113.8333,1322.10,0,0,0,0,0
53324,乌拉特后旗,内蒙古,41.0667,107.05,1035.30,0,0,0,0,0
53336,乌拉特中旗,内蒙古,41.5667,108.5167,1288,0,0,0,0,0
53337,五原,内蒙古,41.10,108.2667,1023.70,0,0,0,0,0
53343,白云鄂博,内蒙古,41.7667,109.9667,1612.20,0,0,0,0,0
53348,大佘太,内蒙古,41.0167,109.1333,1078.70,0,0,0,0,0
53352,达茂旗气象局,内蒙古,41.70,110.4333,1376.60,0,0,0,0,0
53357,固阳县气象局,内蒙古,41.0333,110.05,1360.40,0,0,0,0,0
53362,四子王,内蒙古,41.5333,111.6833,1490.10,0,0,0,0,0
53367,希拉穆仁,内蒙古,41.3167,111.2333,1602.30,0,0,0,0,0
53368,武川县,内蒙古,41.0833,111.4667,1637.30,0,0,0,0,0
53378,察右中旗,内蒙古,41.2833,112.6167,1737.30,0,0,0,0,0
53384,察右后旗,内蒙古,41.45,113.1833,1423.50,0,0,0,0,0
53385,商都,内蒙古,41.5667,113.55,1385.20,0,0,0,0,0
53391,化德,内蒙古,41.90,114,1482.70,0,0,0,0,0
53392,康保,河北,41.85,114.60,1422.40,0,0,0,0,0
53397,尚义,河北,41.10,113.9833,1376.50,0,0,0,0,0
53399,张北,河北,41.15,114.70,1393.30,0,0,0,0,0
53419,磴口,内蒙古,40.3333,107,1055.30,0,0,0,0,0
53420,杭锦后旗,内蒙古,40.85,107.1167,1024,0,0,0,0,0
53433,乌拉特前旗,内蒙古,40.7333,108.65,1020.40,0,0,0,0,0
53446,包头市,内蒙古,40.5333,109.8833,1004.70,0,0,0,0,0
53455,土右旗气象局,内蒙古,40.55,110.5333,998.60,0,0,0,0,0
53457,达拉特旗,内蒙古,40.40,110.0333,1011,0,0,0,0,0
53463,呼和浩特,内蒙古,40.85,111.5667,1153.50,0,0,0,0,0
53464,土默特左旗,内蒙古,40.7167,111.1667,1042.70,0,0,0,0,0
53466,呼和浩特郊区站,内蒙古,40.75,111.70,1045.40,0,32766,0,32766,0
53467,托克托县,内蒙古,40.2667,111.1833,1016,0,0,0,0,0
53469,和林格尔县,内蒙古,40.40,111.8167,1166.70,0,0,0,0,0
53472,卓资,内蒙古,40.8667,112.5667,1451.70,0,0,0,0,0
53475,凉城,内蒙古,40.5167,112.4667,1268.90,0,0,0,0,0
53478,右玉,山西,40,112.45,1345.80,0,0,0,0,0
53480,集宁,内蒙古,41.0333,113.0667,1419.30,0,0,0,0,0
53481,察右前旗,内蒙古,40.80,113.2167,1316.80,0,0,0,0,0
53483,兴和,内蒙古,40.8667,113.8333,1268.70,0,0,0,0,0
53484,丰镇,内蒙古,40.45,113.15,1191.50,0,0,0,0,0
53486,阳高,山西,40.3667,113.7667,1050.30,0,0,0,0,0
53487,大同,山西,40.0833,113.4167,1052.60,0,0,0,0,0
53488,大同县,山西,40.0333,113.5833,1034.30,0,0,0,0,0
53490,天镇,山西,40.4333,114.05,1014.70,0,0,0,0,0
53491,怀安,河北,40.6667,114.3833,837.70,0,0,0,0,0
53492,阳原,河北,40.10,114.15,937.60,0,0,0,0,0
53498,宣化,河北,40.5667,115.0333,629.30,0,0,0,0,0
53499,万全,河北,40.7667,114.7333,755.20,0,0,0,0,0
53502,吉兰太,内蒙古,39.7833,105.75,1031.80,0,0,0,0,0
53505,孪井滩,内蒙古,37.8833,105.40,1380.70,0,32766,0,32766,0
53512,乌海,内蒙古,39.80,106.80,1105.60,0,0,0,0,0
53513,临河,内蒙古,40.7333,107.3667,1041.10,0,0,0,0,0
53517,石炭井,宁夏,39.2667,106.3333,1464.50,0,0,0,0,0
53518,石嘴山,宁夏,39.0333,106.35,1117.70,0,0,0,0,0
53519,惠农,宁夏,39.2167,106.7667,1092.50,0,0,0,0,0
53522,伊克乌素,内蒙古,40.05,107.8333,1180.30,0,0,0,0,0
53529,鄂托克旗,内蒙古,39.0833,107.9667,1381.40,0,0,0,0,0
53533,杭锦旗,内蒙古,39.85,108.7333,1389.50,0,0,0,0,0
53543,东胜,内蒙古,39.8333,109.9833,1461.90,0,0,0,0,0
53545,伊金霍洛旗,内蒙古,39.5667,109.7167,1367,0,0,0,0,0
53547,乌审召,内蒙古,39.10,109.0333,1312.20,0,0,0,0,0
53553,准格尔旗,内蒙古,39.8667,111.2167,1221.40,0,0,0,0,0
53562,清水河县,内蒙古,39.9167,111.6667,1187.40,0,0,0,0,0
53564,河曲,山西,39.3833,111.15,861.50,0,0,0,0,0
53565,偏关,山西,39.4333,111.50,1051.70,0,0,0,0,0
53567,府谷,陕西,39.0333,111.0833,981,0,0,0,0,0
53573,左云,山西,40,112.70,1336.30,0,0,0,0,0
53574,平鲁,山西,39.5167,112.2667,1409.40,0,0,0,0,0
53575,神池,山西,39.10,112.20,1525.40,0,0,0,0,0
53576,山阴,山西,39.50,112.8167,1045,0,0,0,0,0
53577,宁武,山西,39,112.30,1437.40,0,0,0,0,0
53578,朔州,山西,39.3667,112.4333,1114.80,0,0,0,0,0
53579,代县,山西,39.0167,112.90,859.70,0,0,0,0,0
53580,怀仁,山西,39.8167,113.10,1044.60,0,0,0,0,0
53582,浑源,山西,39.7167,113.6667,1079.20,0,0,0,0,0
53584,应县,山西,39.5667,113.1667,1000.70,0,0,0,0,0
53585,繁峙,山西,39.1667,113.2667,933.90,0,0,0,0,0
53588,五台山,山西,38.95,113.5167,2208.30,0,0,0,0,0
53590,广灵,山西,39.75,114.2667,977.80,0,0,0,0,0
53593,蔚县,河北,39.8333,114.5667,909.50,0,0,0,0,0
53594,灵丘,山西,39.45,114.1833,938.70,0,0,0,0,0
53596,顺平,河北,38.85,115.1333,52.20,0,0,0,0,0
53599,涞源,河北,39.3667,114.6833,884.40,0,0,0,0,0
53602,阿拉善左旗,内蒙古,38.8333,105.6667,1561.40,0,0,0,0,0
53603,沙湖,宁夏,38.8333,106.3667,1095,0,32766,0,32766,0
53610,贺兰,宁夏,38.5667,106.35,1106.20,0,0,0,0,0
53611,平罗,宁夏,38.8833,106.55,1098.70,0,0,0,0,0
53612,吴忠,宁夏,37.9833,106.1833,1128.80,0,0,0,0,0
53614,银川,宁夏,38.4667,106.20,1110.90,0,0,0,0,0
53615,陶乐,宁夏,38.80,106.70,1101.60,0,0,0,0,0
53617,青铜峡,宁夏,38.0333,106.0833,1118,0,0,0,0,0
53618,永宁,宁夏,38.2833,106.25,1113.70,0,0,0,0,0
53619,灵武,宁夏,38.1167,106.30,1115.90,0,0,0,0,0
53644,乌审旗,内蒙古,38.60,108.8333,1307.20,0,0,0,0,0
53646,榆林,陕西,38.2667,109.7833,1157,0,0,0,0,0
53651,神木,陕西,38.8167,110.4667,1098,0,0,0,0,0
53658,佳县,陕西,38.0333,110.4833,894.40,0,0,0,0,0
53659,临县,山西,37.9667,111,1163.30,0,0,0,0,0
53660,保德,山西,39.0167,111.0833,894.40,0,0,0,0,0
53662,岢岚,山西,38.7167,111.5833,1396.70,0,0,0,0,0
53663,五寨,山西,38.9167,111.8167,1401,0,0,0,0,0
53664,兴县,山西,38.4667,111.1333,1012.60,0,0,0,0,0
53665,岚县,山西,38.2833,111.65,1185.10,0,0,0,0,0
53666,静乐,山西,38.35,111.9333,1212.20,0,0,0,0,0
53669,娄烦,山西,38.0833,111.80,1150.30,0,0,0,0,0
53673,原平,山西,38.7333,112.7167,828.20,0,0,0,0,0
53674,忻府区,山西,38.40,112.70,869.90,0,0,0,0,0
53676,定襄,山西,38.50,112.9833,759.40,0,0,0,0,0
53677,太原北郊,山西,37.9333,112.4833,806.50,0,0,0,0,0
53678,阳曲,山西,38.0667,112.65,897.10,0,0,0,0,0
53679,太原南郊,山西,37.7333,112.55,775.40,0,0,0,0,0
53680,灵寿,河北,38.30,114.3833,108.90,0,0,0,0,0
53681,五台县豆村,山西,38.8333,113.3667,1096.20,0,0,0,0,0
53682,曲阳,河北,38.6333,114.6833,104.10,0,0,0,0,0
53685,盂县,山西,38.0667,113.4167,953.20,0,0,0,0,0
53687,平定,山西,37.7833,113.6333,753,0,0,0,0,0
53688,行唐,河北,38.4167,114.55,100.30,0,0,0,0,0
53689,晋州,河北,38.0167,115.0667,42.40,0,0,0,0,0
53690,阜平,河北,38.85,114.1833,281.90,0,0,0,0,0
53691,正定,河北,38.15,114.5667,71,0,0,0,0,0
53692,唐县,河北,38.7333,114.9833,66.50,0,0,0,0,0
53693,井陉,河北,38.0333,114.1333,255.50,0,0,0,0,0
53694,平山,河北,38.2667,114.2167,131,0,0,-1,0,1
53695,新乐,河北,38.35,114.6833,70.80,0,0,0,0,0
53696,定州,河北,38.5167,115,54.80,0,0,0,0,0
53697,藁城,河北,38.0333,114.8333,53.50,0,0,0,0,0
53698,石家庄,河北,38.0667,114.35,103.60,0,0,0,0,0
53699,无极,河北,38.1833,114.95,45.40,0,0,0,0,0
53704,中卫,宁夏,37.5333,105.1833,1225.70,0,0,0,0,0
53705,中宁,宁夏,37.4833,105.6833,1183.40,0,0,0,0,0
53707,兴仁,宁夏,36.9333,105.25,1697.90,0,0,0,0,0
53723,盐池,宁夏,37.80,107.3833,1349.30,0,0,0,0,0
53725,定边,陕西,37.5833,107.5833,1360.30,0,0,0,0,0
53727,麻黄山,宁夏,37.1667,107.1167,1712.50,0,0,0,0,0
53730,鄂托克前旗,内蒙古,38.1833,107.4833,1333.30,0,0,0,0,0
53732,河南,内蒙古,37.85,108.7167,1209.90,0,0,0,0,0
