站号,站名,省名,纬度,经度,海拔高度,平均气温,气温距平,同期对比,常年值,去年值
54342,沈阳,辽宁,41.7333,123.5167,49,-8,3,4,-11,-12
54345,辽阳县,辽宁,41.20,123.0667,30.70,-8,32766,4,32766,-12
54346,本溪,辽宁,41.3167,123.7833,185.40,-7,4,5,-11,-12
54347,辽阳,辽宁,41.2333,123.1667,24.80,-8,2,3,-10,-11
54348,灯塔,辽宁,41.4167,123.3333,36.80,-9,32766,3,32766,-12
54349,本溪县,辽宁,41.30,124.1333,258.90,-8,4,5,-12,-13
54351,抚顺,辽宁,41.9167,124.0833,118.50,-8,5,6,-13,-14
54353,新宾,辽宁,41.7333,125.05,328.40,-8,7,9,-15,-17
54362,通化县,吉林,41.6667,125.7333,380.10,-8,7,10,-15,-18
54363,通化,吉林,41.6833,125.90,402.90,-7,6,6,-13,-13
54365,桓仁,辽宁,41.2833,125.35,245.50,-6,6,6,-12,-12
54371,白山,吉林,41.9333,126.4333,520.60,-8,6,7,-14,-15
54374,临江,吉林,41.80,126.8833,379.70,-8,6,7,-14,-15
54377,集安,吉林,41.15,126.2167,225.10,-6,5,6,-11,-12
54386,长白,吉林,41.4167,128.1833,775,-9,7,8,-16,-17
54398,顺义,北京,40.1333,116.6167,28.60,-3,0,2,-3,-5
54399,海淀,北京,39.9833,116.2833,45.80,-3,-1,2,-2,-5
54401,张家口,河北,40.7667,114.9167,772.80,-11,-4,-1,-7,-10
54404,赤城,河北,40.8833,115.8333,867.60,-12,-2,2,-10,-14
54405,怀来,河北,40.4167,115.50,570.90,-8,-2,0,-6,-8
54406,延庆,北京,40.45,115.9667,487.90,-6,1,2,-7,-8
54408,涿鹿,河北,40.3833,115.2167,529.60,-8,-2,0,-6,-8
54410,佛爷顶,北京,40.60,116.1333,1224.70,-14,-4,-1,-10,-13
54412,汤河口,北京,40.7333,116.6333,331.60,-6,1,4,-7,-10
54416,密云,北京,40.3833,116.8667,71.80,-3,2,4,-5,-7
54419,怀柔,北京,40.3667,116.6333,75.70,-3,1,4,-4,-7
54420,滦平,河北,40.9333,117.3333,529,-8,1,4,-9,-12
54421,密云上甸子,北京,40.65,117.1167,293.30,-5,0,3,-5,-8
54423,承德,河北,40.9667,117.9167,422.30,-6,2,5,-8,-11
54424,平谷,北京,40.1667,117.1167,32.10,-3,1,4,-4,-7
54425,兴隆,河北,40.40,117.4667,633.20,-8,1,3,-9,-11
54428,蓟县,天津,40.0333,117.40,15.70,-2,1,2,-3,-4
54429,遵化,河北,40.20,117.95,54.90,-3,2,3,-5,-6
54430,承德县,河北,40.7667,118.15,269.20,-7,0,3,-7,-10
54431,通州,北京,39.9167,116.6333,43.30,-3,-1,4,-2,-7
54432,宽城,河北,40.60,118.4833,304.70,-6,1,3,-7,-9
54433,朝阳,北京,39.95,116.50,35.30,-2,0,3,-2,-5
54434,迁西,河北,40.1667,118.3333,131.60,-3,2,4,-5,-7
54436,青龙,河北,40.4167,118.95,254.30,-5,2,4,-7,-9
54437,滦南,河北,39.50,118.65,17.90,-2,2,5,-4,-7
54438,卢龙,河北,39.8833,118.8833,65,-3,1,4,-4,-7
54439,迁安,河北,40.0167,118.7167,50.90,-3,2,4,-5,-7
54449,秦皇岛,河北,39.85,119.5167,2.40,-2,2,5,-4,-7
54452,建昌,辽宁,40.80,119.8167,365.50,-7,1,5,-8,-12
54453,连山区,辽宁,40.7833,120.8833,38.50,-6,1,5,-7,-11
54454,绥中,辽宁,40.3333,120.30,29,-4,2,6,-6,-10
54455,兴城,辽宁,40.6167,120.65,20.50,-5,2,5,-7,-10
54470,大洼,辽宁,41.0167,122.0667,5.50,-5,3,6,-8,-11
54471,营口,辽宁,40.65,122.1667,3.80,-6,2,5,-8,-11
54472,海城,辽宁,40.8833,122.7167,25.30,-7,2,5,-9,-12
54474,盖州,辽宁,40.4167,122.35,24.80,-6,2,4,-8,-10
54475,大石桥,辽宁,40.6167,122.4833,11.50,-7,1,4,-8,-11
54476,熊岳,辽宁,40.1667,122.15,20.40,-5,3,5,-8,-10
54483,草河口,辽宁,40.8833,123.90,233.60,-8,3,2,-11,-10
54486,岫岩,辽宁,40.2833,123.2833,79.80,-7,3,1,-10,-8
54493,宽甸,辽宁,40.7167,124.7833,260.10,-6,5,4,-11,-10
54494,凤城,辽宁,40.4667,124.0667,72.60,-6,3,1,-9,-7
54497,丹东,辽宁,40.05,124.3333,13.80,-4,3,1,-7,-5
54499,昌平,北京,40.2167,116.2167,76.20,-3,-1,2,-2,-5
54501,斋堂,北京,39.9667,115.6833,440.30,-6,0,3,-6,-9
54502,涿州,河北,39.4833,116.0333,29.30,-2,1,4,-3,-6
54503,容城,河北,39.0667,115.8167,12.80,-2,1,3,-3,-5
54505,门头沟,北京,39.9167,116.1167,92.70,-3,-1,2,-2,-5
54506,高碑店,河北,39.3167,115.95,24.60,-2,1,4,-3,-6
54507,易县,河北,39.3333,115.5167,49.30,-2,1,3,-3,-5
54510,大厂,河北,39.90,116.9833,16.90,-3,1,4,-4,-7
54511,北京,北京,39.80,116.4667,31.30,-2,0,3,-2,-5
54512,固安,河北,39.4167,116.2833,21.40,-2,1,5,-3,-7
54513,石景山,北京,39.95,116.20,65.60,-3,-1,1,-2,-4
54514,丰台,北京,39.8667,116.25,55.20,-2,0,2,-2,-4
54515,廊坊,河北,39.50,116.70,13.70,-2,1,3,-3,-5
54518,霸州,河北,39.1667,116.40,8.90,-2,1,4,-3,-6
54519,永清,河北,39.30,116.4833,12.20,-2,2,4,-4,-6
54520,三河,河北,39.9667,117.0833,18.10,-2,2,5,-4,-7
54521,香河,河北,39.7667,116.9833,13,-2,1,5,-3,-7
54522,玉田,河北,39.8833,117.7333,14.40,-2,2,4,-4,-6
54523,武清,天津,39.3833,117.0167,4.50,-2,1,4,-3,-6
54525,宝坻,天津,39.7333,117.2833,5.10,-1,3,5,-4,-6
54526,东丽区,天津,39.0833,117.3333,1.90,-1,2,4,-3,-5
54527,天津,天津,39.0833,117.05,3.50,-1,2,4,-3,-5
54528,北辰区,天津,39.2333,117.1333,3.40,-2,1,4,-3,-6
54529,宁河,天津,39.35,117.8167,3.90,-2,2,4,-4,-6
54530,汉沽区,天津,39.2333,117.7667,1.30,-1,3,4,-4,-5
54531,滦县,河北,39.7333,118.7167,43,-2,3,4,-5,-6
54532,丰润,河北,39.80,118.10,33.30,-2,2,4,-4,-6
54533,丰南,河北,39.5833,118.10,8.90,-2,2,4,-4,-6
54534,唐山,河北,39.65,118.10,23.20,-3,1,3,-4,-6
54535,曹妃甸,河北,39.2833,118.4667,3.20,-2,2,5,-4,-7
54539,乐亭,河北,39.4333,118.8833,10.50,-1,4,5,-5,-6
54540,昌黎,河北,39.7333,119.20,17.60,-2,2,5,-4,-7
54541,抚宁,河北,39.90,119.2333,24.30,-2,3,5,-5,-7
54563,瓦房店,辽宁,39.6333,122.0167,118.70,-5,2,3,-7,-8
54568,金州,辽宁,39.0833,121.70,42.70,-4,0,3,-4,-7
54569,普兰店,辽宁,39.4167,121.95,11.70,-4,2,4,-6,-8
54575,皮口,辽宁,39.4167,122.3667,43.20,-5,32766,1,32766,-6
54579,长海,辽宁,39.2667,122.5833,35.50,-3,1,2,-4,-5
54584,庄河,辽宁,39.7167,122.95,34.80,-3,4,2,-7,-5
54590,东港,辽宁,39.8833,124.1667,4.20,-4,3,1,-7,-5
54594,大兴,北京,39.7167,116.35,37.60,-2,0,4,-2,-6
54596,房山,北京,39.6833,116.1333,39.20,-2,1,3,-3,-5
54597,霞云岭,北京,39.7333,115.7333,407.70,-4,0,4,-4,-8
54601,徐水,河北,38.9833,115.65,13.10,-2,1,3,-3,-5
54602,保定,河北,38.7333,115.4833,16.80,-2,-1,2,-1,-4
54603,高阳,河北,38.7167,115.7667,10,-2,1,3,-3,-5
54604,安国,河北,38.4167,115.3333,29.60,-1,1,2,-2,-3
54605,安新,河北,38.9333,115.9333,4.40,-1,2,5,-3,-6
54606,饶阳,河北,38.2333,115.7333,19,-2,1,2,-3,-4
54607,望都,河北,38.7167,115.1167,45,-2,1,1,-3,-3
54608,深州,河北,38,115.55,26.10,-1,1,2,-2,-3
54609,安平,河北,38.25,115.50,25.50,-2,0,1,-2,-3
54610,任丘,河北,38.7333,116.10,8.10,-1,1,3,-2,-4
54611,满城,河北,38.9333,115.3167,44.80,-1,1,2,-2,-3
54612,文安,河北,38.8667,116.45,6.40,-2,1,3,-3,-5
54613,大城,河北,38.70,116.6167,6.90,-2,1,2,-3,-4
54614,河间,河北,38.4167,116.05,10.90,-1,2,3,-3,-4
54615,青县,河北,38.5833,116.85,8,-1,2,5,-3,-6
54616,沧州,河北,38.35,116.85,8,-1,1,3,-2,-4
54617,献县,河北,38.1833,116.1167,13.20,-1,1,3,-2,-4
54618,泊头,河北,38.0833,116.55,13.20,-1,2,3,-3,-4
54619,静海,天津,38.9167,116.9167,5.50,-1,2,3,-3,-4
54620,蠡县,河北,38.4833,115.5667,18.50,-2,1,2,-3,-4
54621,深泽,河北,38.1833,115.1833,38.10,-2,0,1,-2,-3
54622,津南区,天津,38.9833,117.3667,3.70,-2,1,3,-3,-5
54623,塘沽,天津,39.05,117.7167,4.80,-1,1,4,-2,-5
54624,黄骅,河北,38.40,117.3167,4.50,-2,1,2,-3,-4
54626,肃宁,河北,38.4167,115.8167,13.90,-1,2,2,-3,-3
54627,盐山,河北,38.0333,117.2333,8.20,-1,2,3,-3,-4
54628,海兴,河北,38.15,117.4833,6.40,-1,2,3,-3,-4
54631,广宗,河北,37.0667,115.15,32.40,0,2,2,-2,-2
54632,平乡,河北,37.0667,115.0333,34,0,2,3,-2,-3
54633,新河,河北,37.5167,115.2333,26.30,-1,1,2,-2,-3
54636,雄县,河北,39.0167,116.10,11.10,-2,1,3,-3,-5
54640,鸡泽,河北,36.9167,114.8667,36,0,2,3,-2,-3
54644,孟村,河北,38.05,117.1167,10.50,-1,2,3,-3,-4
54645,大港,天津,38.85,117.4667,2.20,-1,1,4,-2,-5
54660,旅顺,辽宁,38.8167,121.2333,66.70,-1,3,6,-4,-7
54662,大连,辽宁,38.90,121.6333,91.50,-2,2,5,-4,-7
54700,武强,河北,38.0333,115.9333,16.20,-2,1,2,-3,-4
54701,辛集,河北,37.9333,115.20,35.90,0,1,2,-1,-2
54702,衡水,河北,37.7333,115.70,20.70,-1,1,1,-2,-2
54703,武邑,河北,37.80,115.8833,21.30,-1,1,2,-2,-3
54704,冀州,河北,37.5167,115.5667,24.80,-1,1,1,-2,-2
54705,南宫,河北,37.3667,115.3833,27.40,-1,1,2,-2,-3
54706,清河,河北,37.0833,115.6667,31.50,-1,0,1,-1,-2
54707,故城,河北,37.35,115.9833,27.40,-1,1,1,-2,-2
54708,枣强,河北,37.50,115.7333,23.60,-1,1,1,-2,-2
54709,武城,山东,37.2167,116.0667,25.70,-1,1,1,-2,-2
54710,阜城,河北,37.8667,116.1667,18.60,-1,1,2,-2,-3
54711,景县,河北,37.70,116.2833,18.30,-1,1,2,-2,-3
54712,临邑,山东,37.20,116.8167,18.50,0,2,2,-2,-2
54713,东光,河北,37.8833,116.5333,14.40,0,2,3,-2,-3
54714,德州,山东,37.45,116.3333,23.60,0,1,2,-1,-2
54715,陵县,山东,37.3167,116.5667,18.60,0,2,2,-2,-2
54716,宁津,山东,37.6667,116.80,16.30,-1,1,2,-2,-3
54717,吴桥,河北,37.6333,116.40,17.10,-1,1,2,-2,-3
54718,平原,山东,37.15,116.4333,21.80,0,2,2,-2,-2
54719,南皮,河北,38.0333,116.6833,11.10,-1,2,2,-3,-3
54722,无棣,山东,37.75,117.6333,6.80,0,3,4,-3,-4
54723,阳信,山东,37.65,117.5667,10.10,0,2,3,-2,-3
54724,商河,山东,37.3167,117.1333,14.80,0,2,2,-2,-2
54725,惠民,山东,37.50,117.5333,11.70,-1,1,2,-2,-3
54726,乐陵,山东,37.70,117.1833,11.50,0,3,3,-3,-3
54727,章丘,山东,36.6833,117.55,121.80,0,1,1,-1,-1
54728,庆云,山东,37.7667,117.3833,8.40,-1,2,2,-3,-3
54729,高青,山东,37.1667,117.8667,11.50,0,2,3,-2,-3
54730,沾化,山东,37.70,118.1333,6.30,0,3,3,-3,-3
54731,利津,山东,37.4833,118.2167,11.90,0,2,3,-2,-3
54732,河口,山东,37.8667,118.5167,5.60,0,32766,3,32766,-3
54734,滨州,山东,37.35,118,12.20,0,2,2,-2,-2
54736,东营,山东,37.4333,118.6667,6,0,2,3,-2,-3
54737,博兴,山东,37.15,118.15,9.40,1,3,3,-2,-2
54738,广饶,山东,37.05,118.40,15,0,2,2,-2,-2
54744,垦利,山东,37.5833,118.55,8.50,0,2,3,-2,-3
54749,莱州,山东,37.1833,119.95,48.40,0,2,2,-2,-2
54751,长岛,山东,37.9333,120.7333,39.70,0,1,2,-1,-2
54752,蓬莱,山东,37.80,120.7667,60.70,-1,1,1,-2,-2
54753,龙口,山东,37.6333,120.3333,4.80,0,2,2,-2,-2
54755,招远,山东,37.3667,120.3833,112.30,-1,1,1,-2,-2
54759,栖霞,山东,37.3167,120.85,205.50,-2,1,1,-3,-3
54764,福山,山东,37.4833,121.2333,53.90,0,2,1,-2,-1
54765,烟台,山东,37.4833,121.4333,82,-1,0,1,-1,-2
54766,牟平,山东,37.3833,121.6167,10.50,0,2,1,-2,-1
54774,威海,山东,37.4667,122.1333,65.40,0,1,0,-1,0
54776,成山头,山东,37.40,122.70,47.70,2,3,2,-1,0
54777,文登,山东,37.20,122.0667,118,0,2,1,-2,-1
54778,荣成,山东,37.1667,122.4833,61.70,1,3,1,-2,0
54800,威县,河北,37,115.25,33.30,-1,1,2,-2,-3
54801,临西,河北,36.85,115.4833,35.30,0,1,1,-1,-1
54802,临清,山东,36.8167,115.7333,34,0,1,1,-1,-1
54803,夏津,山东,36.9833,116.0167,27.90,0,2,1,-2,-1
54804,大名,河北,36.30,115.1333,44.90,0,1,1,-1,-1
54805,冠县,山东,36.45,115.4667,39.30,1,2,1,-1,0
54806,聊城,山东,36.4167,115.9667,33,1,2,1,-1,0
54807,阳谷,山东,36.1333,115.80,41.30,1,2,2,-1,-1
54808,莘县,山东,36.2333,115.6333,37.80,1,2,2,-1,-1
54809,馆陶,河北,36.55,115.2833,41.30,0,1,1,-1,-1
54810,高唐,山东,36.8667,116.2667,27.10,0,2,1,-2,-1
54811,禹城,山东,36.9333,116.6167,20.60,1,2,2,-1,-1
54812,齐河,山东,36.7833,116.75,22.70,1,2,1,-1,0
54814,茌平,山东,36.5333,116.25,29.70,1,2,1,-1,0
54815,东阿,山东,36.3833,116.2667,31.40,1,1,1,0,0
54816,长清,山东,36.5167,116.80,98.90,0,0,0,0,0
54817,台前,河南,35.9833,115.8667,42.10,1,2,1,-1,0
54818,平阴,山东,36.25,116.4167,79.90,1,1,1,0,0
54819,肥城,山东,36.1833,116.80,113.60,1,2,2,-1,-1
54820,邱县,河北,36.8167,115.1667,36.70,-1,0,1,-1,-2
54821,济阳,山东,37,117.20,20.40,0,2,1,-2,-1
54822,邹平,山东,36.8667,117.7333,47.40,1,2,2,-1,-1
54823,济南,山东,36.60,117,170.30,0,-1,0,1,0
54824,淄川,山东,36.6333,117.95,95,0,1,1,-1,-1
54825,博山,山东,36.5167,117.85,189.70,-1,0,1,-1,-2
54826,泰山,山东,36.25,117.10,1533.70,-7,0,-1,-7,-6
54827,泰安,山东,36.1667,117.15,128.60,1,2,0,-1,1
54828,莱芜,山东,36.2333,117.6833,229.30,0,1,1,-1,-1
54829,周村,山东,36.7667,117.8667,85.70,0,1,2,-1,-2
54830,淄博,山东,36.8167,117.9333,34.40,0,1,1,-1,-1
54831,青州,山东,36.65,118.50,102.50,-1,0,1,-1,-2
54832,寿光,山东,36.8833,118.7333,25.80,0,2,2,-2,-2
54833,桓台,山东,36.9667,118.0833,15.10,1,3,2,-2,-1
54834,临淄,山东,36.8667,118.2833,46.30,0,2,2,-2,-2
54835,临朐,山东,36.50,118.55,106.50,-1,1,1,-2,-2
54836,沂源,山东,36.1833,118.1667,305.10,0,2,1,-2,-1
54837,昌乐,山东,36.6833,118.8333,78.80,-1,1,1,-2,-2
54841,昌邑,山东,36.8667,119.4167,23.50,0,2,2,-2,-2
54842,平度,山东,36.7833,120,62.20,1,3,1,-2,0
54843,潍坊,山东,36.75,119.20,22.20,0,2,2,-2,-2
54844,安丘,山东,36.4167,119.1833,62.70,0,2,1,-2,-1
54846,高密,山东,36.3833,119.7333,51.50,1,2,1,-1,0
54848,诸城,山东,35.9833,119.4167,82.60,1,2,1,-1,0
54849,胶州,山东,36.2167,120.0333,84.40,1,2,1,-1,0
54851,莱西,山东,36.90,120.5667,76.90,0,3,1,-3,-1
54852,莱阳,山东,36.9667,120.7333,54.40,0,3,0,-3,0
54853,崂山,山东,36.1667,120.4167,42.60,3,3,1,0,2
54855,即墨,山东,36.3833,120.4667,26.20,1,2,1,-1,0
54857,青岛,山东,36.0667,120.3333,76,3,3,1,0,2
54861,乳山,山东,36.9333,121.5333,45.40,1,3,1,-2,0
54863,海阳,山东,36.7833,121.1833,40.90,1,2,1,-1,0
54871,石岛,山东,36.9333,122.4833,9.80,2,2,2,0,0
54900,濮阳,河南,35.70,115.0167,53.70,2,2,3,0,-1
54901,南乐,河南,36.0833,115.1667,47.50,1,2,2,-1,-1
54902,清丰,河南,35.90,115.1167,49.50,1,2,3,-1,-2
54903,范县,河南,35.85,115.4833,45.70,2,3,4,-1,-2
54904,鄄城,山东,35.5833,115.5167,50.10,2,3,3,-1,-1
54905,郓城,山东,35.5833,115.9333,46.20,2,2,1,0,1
54906,菏泽,山东,35.25,115.4167,49.90,2,1,2,1,0
54907,鱼台,山东,34.9833,116.65,34.30,3,2,0,1,3
54908,东明,山东,35.2667,115.10,57.30,2,2,2,0,0
54909,定陶,山东,35.0833,115.5167,51.50,2,2,1,0,1
54910,梁山,山东,35.8167,116.05,40.90,2,3,3,-1,-1
54911,东平,山东,35.9333,116.40,44,2,2,2,0,0
54912,汶上,山东,35.7667,116.50,41.80,2,2,2,0,0
54913,宁阳,山东,35.75,116.8167,62.20,2,2,0,0,2
54914,巨野,山东,35.4167,116.0833,40.60,2,2,2,0,0
54915,济宁,山东,35.4333,116.60,33.30,2,2,-1,0,3
54916,兖州,山东,35.5667,116.85,51.70,2,2,1,0,1
54917,金乡,山东,35.10,116.3167,36.70,2,1,0,1,2
54918,曲阜,山东,35.60,116.9667,62.30,2,1,0,1,2
54919,邹城,山东,35.3833,116.9833,88.70,2,1,0,1,2
54920,泗水,山东,35.65,117.2833,110.40,2,2,1,0,1
54921,嘉祥,山东,35.4167,116.3333,38.10,2,2,1,0,1
54922,新泰,山东,35.8833,117.7833,224,1,1,0,0,1
54923,蒙阴,山东,35.7167,117.9333,202.20,1,2,0,-1,1
54925,平邑,山东,35.5167,117.6333,167.20,1,1,-1,0,2
54927,滕州,山东,35.10,117.20,74.90,2,1,-1,1,3
54929,费县,山东,35.2667,117.9667,121.20,2,2,0,0,2
54932,沂水,山东,35.7667,118.65,186.70,0,1,0,-1,0
54935,沂南,山东,35.5333,118.4333,119.40,1,2,0,-1,1
54936,莒县,山东,35.5667,118.8333,107.40,1,2,1,-1,0
54938,临沂,山东,35.05,118.40,65.20,1,1,0,0,1
54939,莒南,山东,35.1667,118.8167,113.80,2,2,1,0,1
54940,五莲,山东,35.75,119.20,148.20,0,1,0,-1,0
54943,胶南,山东,35.8833,120,10.40,2,3,0,-1,2
54945,日照,山东,35.4333,119.5333,36.90,2,2,0,0,2
55228,狮泉河,西藏,32.50,80.0833,4278.60,-6,4,0,-10,-6
55248,改则,西藏,32.15,84.4167,4414.90,-4,6,6,-10,-10
55279,班戈,西藏,31.3833,90.0167,4700,-6,3,5,-9,-11
55294,安多,西藏,32.35,91.10,4800,-13,-1,5,-12,-18
55299,那曲,西藏,31.4833,92.0667,4507,-12,-2,32766,-10,32766
55437,普兰,西藏,30.2833,81.25,3900,-9,-2,-5,-7,-4
55472,申扎,西藏,30.95,88.6333,4672,-9,-1,8,-8,-17
55493,当雄,西藏,30.4833,91.10,4200,-10,-4,0,-6,-10
55569,拉孜,西藏,29.0833,87.60,4000,-3,-3,-4,0,1
55572,南木林,西藏,29.6833,89.10,4000,-5,-3,-1,-2,-4
55578,日喀则,西藏,29.25,88.8833,3836,-5,-4,-2,-1,-3
55585,尼木,西藏,29.4333,90.1667,3809.40,-5,-4,-2,-1,-3
55589,贡嘎,西藏,29.30,90.9833,3555.30,-2,-3,1,1,-3
55591,拉萨,西藏,29.6667,91.1333,3648.90,-1,-2,1,1,-2
55593,墨竹工卡,西藏,29.85,91.7333,3804,-3,-2,2,-1,-5
55597,琼结,西藏,29.0333,91.6833,3740,-2,32766,2,32766,-4
55598,泽当,西藏,29.2667,91.7667,3560,-2,-4,1,2,-3
55655,聂拉木,西藏,28.1833,85.9667,3810,-4,-1,-1,-3,-3
55664,定日,西藏,28.6333,87.0833,4300,-11,-5,-7,-6,-4
55680,江孜,西藏,28.9167,89.60,4040,-5,-3,0,-2,-5
55681,浪卡子,西藏,28.9667,90.40,4431.70,-5,-2,1,-3,-6
55690,错那,西藏,27.9833,91.95,4280.30,-10,-1,0,-9,-10
55696,隆子,西藏,28.4167,92.4667,3860,-4,-1,3,-3,-7
55773,帕里,西藏,27.7333,89.0833,4300,-10,-3,-5,-7,-5
56004,沱沱河,青海,34.2167,92.4333,4533.10,-12,2,2,-14,-14
56016,治多,青海,33.85,95.6167,4179.10,-10,0,1,-10,-11
56018,杂多,青海,32.8833,95.2833,4066.40,-10,-2,0,-8,-10
56021,曲麻莱,青海,34.1167,95.80,4175,-12,-1,0,-11,-12
56029,玉树,青海,33,96.9667,3716.90,-5,0,3,-5,-8
56033,玛多,青海,34.9167,98.2167,4272.30,-13,0,2,-13,-15
56034,清水河,青海,33.80,97.1333,4415.40,-13,1,3,-14,-16
56038,石渠,四川,32.9833,98.10,4200,-10,0,1,-10,-11
56043,玛沁,青海,34.4833,100.2333,3719,-7,3,5,-10,-12
56045,甘德,青海,33.9667,99.90,4050,-12,0,1,-12,-13
56046,达日,青海,33.75,99.65,3967.50,-11,-1,3,-10,-14
56065,河南,青海,34.7333,101.60,3500,-12,-2,0,-10,-12
56067,久治,青海,33.4333,101.4833,3628.50,-6,2,4,-8,-10
56071,碌曲,甘肃,34.5833,102.50,3105.70,-7,0,1,-7,-8
56074,玛曲,甘肃,34,102.0833,3471.40,-4,3,5,-7,-9
56079,若尔盖,四川,33.5833,102.9667,3441.40,-6,1,2,-7,-8
56080,合作,甘肃,35,102.90,2910,-8,0,-1,-8,-7
56081,临潭,甘肃,34.70,103.35,2810.20,-4,3,2,-7,-6
56082,卓尼,甘肃,34.5833,103.50,2540.30,-4,1,1,-5,-5
56084,迭部,甘肃,34.0667,103.2333,2374.20,-1,1,0,-2,-1
56091,漳县,甘肃,34.85,104.4667,1883.30,-2,3,2,-5,-4
56092,陇西,甘肃,35,104.65,1728.20,-2,3,2,-5,-4
56093,岷县,甘肃,34.4333,104.0167,2315,-3,2,1,-5,-4
56094,舟曲,甘肃,33.7833,104.3667,1400,4,1,2,3,2
56095,宕昌,甘肃,34.0333,104.3833,1753.20,1,2,1,-1,0
56096,武都,甘肃,33.40,104.9167,1079.10,7,3,4,4,3
56097,九寨沟,四川,33.2667,104.25,1436.50,5,2,3,3,2
56106,索县,西藏,31.8833,93.7833,4022.80,-10,-4,-2,-6,-8
56109,比如,西藏,31.4833,93.7833,3940,-7,-2,1,-5,-8
56116,丁青,西藏,31.4167,95.60,3873.10,-7,-3,0,-4,-7
56125,囊谦,青海,32.20,96.4667,3643.70,-3,1,2,-4,-5
56128,类乌齐,西藏,31.2167,96.60,3810,-5,1,3,-6,-8
56137,昌都,西藏,31.15,97.1667,3315,0,0,3,0,-3
56144,德格,四川,31.80,98.5833,3184,1,1,3,0,-2
56146,甘孜,四川,31.6167,100,3393.50,0,3,3,-3,-3
56147,白玉,四川,31.2167,98.8333,3260,3,3,4,0,-1
56151,班玛,青海,32.9333,100.75,3530,-2,3,6,-5,-8
56152,色达,四川,32.2833,100.3333,3893.90,-5,4,5,-9,-10
56158,炉霍,四川,31.40,100.6667,3250,1,3,4,-2,-3
56164,壤塘,四川,32.2667,100.9833,3284.80,-1,2,4,-3,-5
56167,道孚,四川,30.9833,101.1167,2957.20,2,2,4,0,-2
56168,金川,四川,31.4833,102.0667,2168.90,10,6,7,4,3
56171,阿坝,四川,32.90,101.70,3275.10,-1,4,4,-5,-5
56172,马尔康,四川,31.90,102.2333,2664.40,4,3,5,1,-1
56173,红原,四川,32.80,102.55,3491.60,-5,2,3,-7,-8
56178,小金,四川,31,102.35,2438,8,4,6,4,2
56180,茂县,四川,31.6833,103.85,1590.10,5,4,6,1,-1
56181,崇州,四川,30.6833,103.70,541.70,8,2,4,6,4
56182,松潘,四川,32.6667,103.60,2881.30,1,3,4,-2,-3
56183,汶川,四川,31.50,103.6167,1369,8,4,5,4,3
56184,理县,四川,31.4333,103.1667,1896.70,7,5,7,2,0
56185,黑水,四川,32.0833,102.9833,2400.10,6,5,7,1,-1
56186,绵竹,四川,31.3333,104.20,589,9,3,5,6,4
56187,温江,四川,30.75,103.8667,547.70,9,3,5,6,4
56188,都江堰,四川,31,103.6667,698.50,10,4,6,6,4
56189,彭州,四川,30.9833,103.9333,581.70,10,4,6,6,4
56190,安县,四川,31.55,104.55,519.40,8,2,4,6,4
56192,文县,甘肃,32.95,104.6667,1014.30,8,3,5,5,3
56193,平武,四川,32.4167,104.5167,893.20,8,3,6,5,2
56194,北川,四川,31.6333,104.45,597.20,8,2,4,6,4
56195,江油,四川,31.80,104.7333,543.10,8,2,4,6,4
56196,绵阳,四川,31.45,104.7333,522.70,10,4,6,6,4
56197,什邡,四川,31.15,104.1667,535.70,10,4,6,6,4
56198,德阳,四川,31.3167,104.50,525.70,10,4,6,6,4
56199,中江,四川,31.0333,104.6833,423.50,10,4,5,6,5
56202,嘉黎,西藏,30.6667,93.2833,4488.80,-13,-4,1,-9,-14
56223,洛隆,西藏,30.75,95.8333,3640,-4,-2,1,-2,-5
56227,波密,西藏,29.8667,95.7667,2736,3,1,2,2,1
56228,八宿,西藏,30.05,96.9167,3260,4,1,4,3,0
56247,巴塘,四川,30,99.10,2589.20,8,2,5,6,3
56251,新龙,四川,30.9333,100.3167,3000,1,1,3,0,-2
56257,理塘,四川,30,100.2667,3948.90,-2,2,5,-4,-7
56263,丹巴,四川,30.8833,101.8833,1949.70,12,6,6,6,6
56267,雅江,四川,30.0333,101.0167,2600.90,5,1,3,4,2
56272,郫县,四川,30.8167,103.8833,558.50,9,3,4,6,5
56273,宝兴,四川,30.3833,102.8167,1009.70,10,5,6,5,4
56276,新津,四川,30.45,103.8167,467,10,4,4,6,6
56278,天全,四川,30.0667,102.7667,755.80,10,4,5,6,5
56279,芦山,四川,30.15,102.9333,682.70,10,4,5,6,5
56280,名山,四川,30.0833,103.1167,691.30,11,5,6,6,5
56281,蒲江,四川,30.1833,103.50,510.80,10,4,4,6,6
56284,邛崃,四川,30.45,103.4333,518.50,10,3,5,7,5
56285,大邑,四川,30.60,103.5167,523.90,10,4,5,6,5
56286,龙泉驿,四川,30.55,104.25,515.10,10,4,5,6,5
56287,雅安,四川,29.9833,103,627.60,12,5,5,7,7
56288,双流,四川,30.5833,103.9167,494.60,10,4,4,6,6
56289,彭山,四川,30.20,103.8667,437,12,5,5,7,7
56290,新都,四川,30.7833,104.1833,514.50,11,5,6,6,5
56291,广汉,四川,30.9333,104.2833,469,10,4,5,6,5
56295,简阳,四川,30.3833,104.55,448.50,12,5,6,7,6
56296,金堂,四川,30.85,104.4333,448.40,11,5,5,6,6
56297,仁寿,四川,30.0167,104.15,436.50,12,5,6,7,6
