站号,站名,省名,纬度,经度,海拔高度,平均气温,气温距平,同期对比,常年值,去年值
59431,南宁,广西,22.6333,108.2167,121.60,18,5,5,13,13
59435,邕宁,广西,22.7667,108.4833,74.70,19,6,6,13,13
59441,横县,广西,22.70,109.25,78.50,18,6,6,12,12
59446,灵山,广西,22.4167,109.30,66.60,18,5,5,13,13
59448,浦北,广西,22.2667,109.55,69.60,17,4,4,13,13
59449,博白,广西,22.30,109.9833,85.90,19,6,5,13,14
59451,北流,广西,22.70,110.35,98.10,19,6,6,13,13
59452,容县,广西,22.8333,110.5333,131.50,19,6,6,13,13
59453,玉林,广西,22.6667,110.1167,121.60,20,7,7,13,13
59454,岑溪,广西,22.9167,111,99.40,19,6,6,13,13
59456,信宜,广东,22.35,110.9333,141.40,20,5,3,15,17
59457,陆川,广西,22.3167,110.2667,121.60,19,6,6,13,13
59462,罗定,广东,22.70,111.60,60,20,6,5,14,15
59469,阳春,广东,22.1667,111.7833,37.70,20,5,3,15,17
59470,新兴,广东,22.70,112.20,57.40,19,6,3,13,16
59471,云浮,广东,22.9333,112.05,101.80,18,5,4,13,14
59473,鹤山,广东,22.7667,112.9667,19.80,18,5,2,13,16
59475,开平,广东,22.40,112.65,27.70,18,4,1,14,17
59476,新会,广东,22.5333,113.0333,36.30,18,4,2,14,16
59477,恩平,广东,22.1833,112.30,25.10,19,4,2,15,17
59478,台山,广东,22.25,112.7833,32.70,18,4,2,14,16
59480,顺德,广东,22.85,113.25,21.40,18,4,2,14,16
59481,番禺,广东,22.9333,113.3167,12.30,18,4,1,14,17
59485,中山,广东,22.50,113.40,33.70,18,4,2,14,16
59487,斗门,广东,22.2333,113.30,23.40,18,4,2,14,16
59488,珠海,广东,22.2833,113.5667,51.50,19,4,3,15,16
59492,惠东,广东,22.9667,114.7333,47.40,19,5,3,14,16
59493,深圳,广东,22.5333,114,63,20,5,3,15,17
59500,海丰,广东,22.9667,115.3167,6.50,19,4,3,15,16
59501,汕尾,广东,22.80,115.3667,16.70,19,4,3,15,16
59502,陆丰,广东,22.95,115.65,5.60,19,4,3,15,16
59626,东兴,广西,21.5333,107.9667,21.90,18,3,2,15,16
59631,防城,广西,21.7833,108.35,32.40,18,5,4,13,14
59632,钦州,广西,21.95,108.6167,4.80,20,7,6,13,14
59635,防城港,广西,21.6167,108.35,31.30,19,32766,5,32766,14
59640,合浦,广西,21.6667,109.1833,5.50,20,6,5,14,15
59644,北海,广西,21.45,109.1333,12.80,20,6,5,14,15
59647,涠洲岛,广西,21.0333,109.10,55.20,19,4,4,15,15
59650,遂溪,广东,21.40,110.25,29.70,20,5,3,15,17
59653,高州,广东,21.9333,110.85,31.30,20,5,2,15,18
59654,廉江,广东,21.6333,110.30,29.30,20,5,3,15,17
59655,化州,广东,21.65,110.6167,32.20,20,5,3,15,17
59656,吴川,广东,21.40,110.8167,27.30,19,3,2,16,17
59658,湛江,广东,21.15,110.30,53.30,20,4,3,16,17
59659,茂名,广东,21.75,110.9167,33.30,20,4,2,16,18
59663,阳江,广东,21.8333,111.9667,89.90,19,4,2,15,17
59664,电白,广东,21.5333,110.9833,31.60,20,4,2,16,18
59673,上川岛,广东,21.7333,112.7667,21.50,19,4,2,15,17
59750,雷州,广东,20.9667,110.0667,33.30,20,4,3,16,17
59754,徐闻,广东,20.3333,110.1833,55.90,21,4,3,17,18
59757,琼山,海南,20,110.3667,9.90,21,4,3,17,18
59758,海口,海南,20,110.25,63.50,20,2,3,18,17
59838,东方,海南,19.10,108.6167,7.60,21,2,2,19,19
59842,临高,海南,19.90,109.6833,31.70,20,3,2,17,18
59843,澄迈,海南,19.7333,110,31.40,21,4,3,17,18
59845,儋州,海南,19.5167,109.5833,169,20,3,1,17,19
59847,昌江,海南,19.2667,109.05,98.10,21,2,2,19,19
59848,白沙,海南,19.2333,109.4333,215.60,20,3,0,17,20
59849,琼中,海南,19.0333,109.8333,250.90,19,2,-1,17,20
59851,定安,海南,19.6667,110.3333,53.30,21,3,3,18,18
59854,屯昌,海南,19.3667,110.10,118.30,22,4,3,18,19
59855,琼海,海南,19.2333,110.4667,24,22,4,1,18,21
59856,文昌,海南,19.6167,110.75,21.70,22,4,3,18,19
59940,乐东,海南,18.75,109.1667,155,20,0,-2,20,22
59941,五指山,海南,18.7667,109.5167,328.50,19,1,-3,18,22
59945,保亭,海南,18.65,109.70,68.60,21,1,-2,20,23
59948,三亚,海南,18.2167,109.5833,419.40,19,-3,-1,22,20
59951,万宁,海南,18.80,110.3333,39.90,21,2,-1,19,22
59954,陵水,海南,18.55,110.0333,35.20,20,0,-2,20,22
59981,西沙,海南,16.8333,112.3333,4.70,24,1,-2,23,26
